# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_NON_SYNONYMOUS_START	variants_effect_SPLICE_SITE_ACCEPTOR	variants_effect_SPLICE_SITE_DONOR	variants_effect_START_GAINED	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_TRANSCRIPT	variants_effect_UPSTREAM	variants_effect_UTR_3_PRIME	variants_effect_UTR_5_PRIME
CmoCh03G014670.1	null.5629	CmoCh03G014670.1	protein_coding	1	1	4	80	0	0	0	0	47	1	12	4	0	0	0	0	0	0	0	1	0	0	21	0	0
CmoCh03G014680.1	null.5630	CmoCh03G014680.1	protein_coding	0	1	1	119	0	0	0	0	45	0	12	1	0	0	0	0	0	0	0	1	0	0	59	3	0
CmoCh03G014690.1	null.5631	CmoCh03G014690.1	protein_coding	0	21	17	51	0	0	0	0	24	0	3	17	0	0	0	0	0	0	0	21	0	0	24	0	0
CmoCh03G014700.1	null.5632	CmoCh03G014700.1	protein_coding	0	2	0	94	0	0	0	0	53	0	9	0	0	0	0	0	0	0	0	2	0	0	27	5	0
CmoCh03G014710.1	null.5633	CmoCh03G014710.1	protein_coding	0	0	2	79	0	0	0	0	34	0	3	2	0	0	0	0	0	0	0	0	0	0	42	0	0
CmoCh03G014720.1	null.5634	CmoCh03G014720.1	protein_coding	0	1	0	68	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0
CmoCh03G014730.1	null.5635	CmoCh03G014730.1	protein_coding	1	1	1	59	0	0	0	0	36	0	5	1	0	0	1	0	0	0	0	1	0	0	19	0	0
CmoCh03G014740.1	null.5636	CmoCh03G014740.1	protein_coding	0	14	5	86	0	0	0	0	26	0	15	5	0	0	0	0	0	0	0	14	0	0	40	5	0
CmoCh03G014750.1	null.5637	CmoCh03G014750.1	protein_coding	0	5	1	118	0	0	0	0	43	0	66	1	0	0	0	0	0	0	0	5	0	0	3	3	3
CmoCh03G014760.1	null.5638	CmoCh03G014760.1	protein_coding	1	5	3	14	0	0	0	0	10	0	4	3	0	0	1	0	0	0	0	5	0	0	1	0	0
CmoCh03G014770.1	null.5639	CmoCh03G014770.1	protein_coding	0	14	6	104	0	0	0	0	12	0	69	6	0	0	0	0	0	0	0	14	0	0	20	3	0
CmoCh03G014780.1	null.5640	CmoCh03G014780.1	protein_coding	0	3	4	66	0	0	0	0	34	0	9	4	0	0	0	0	0	0	0	3	0	0	21	2	0
CmoCh03G014790.1	null.5641	CmoCh03G014790.1	protein_coding	0	13	9	106	0	0	0	0	4	0	53	9	0	0	0	0	0	0	0	13	0	0	49	0	0
CmoCh03G014800.1	null.5642	CmoCh03G014800.1	protein_coding	0	0	0	86	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	44	1	0
CmoCh03G014810.1	null.5643	CmoCh03G014810.1	protein_coding	0	1	1	81	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0	1	0	0	42	0	0
CmoCh03G014820.1	null.5644	CmoCh03G014820.1	protein_coding	0	0	0	68	0	0	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
CmoCh03G014830.1	null.5645	CmoCh03G014830.1	protein_coding	0	2	2	50	0	0	0	0	27	0	2	2	0	0	0	0	0	0	0	2	0	0	9	12	0
CmoCh03G014840.1	null.5646	CmoCh03G014840.1	protein_coding	0	0	1	57	0	0	0	0	47	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh03G014850.1	null.5647	CmoCh03G014850.1	protein_coding	0	0	0	55	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
CmoCh03G014860.1	null.5648	CmoCh03G014860.1	protein_coding	0	9	6	53	0	0	0	0	5	0	24	6	0	0	0	0	0	0	0	9	0	0	24	0	0
CmoCh03G014870.1	null.5649	CmoCh03G014870.1	protein_coding	0	0	0	59	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
CmoCh03G014880.1	null.5650	CmoCh03G014880.1	protein_coding	0	0	2	64	0	0	0	0	21	0	15	2	0	0	0	0	0	0	0	0	0	0	27	0	1
CmoCh03G014890.1	null.5651	CmoCh03G014890.1	protein_coding	0	2	2	70	0	0	0	0	28	0	20	2	0	0	0	0	0	0	0	2	0	0	16	6	0
CmoCh03G014900.1	null.5652	CmoCh03G014900.1	protein_coding	0	0	1	72	0	0	0	0	39	0	2	1	0	0	0	0	0	0	0	0	0	0	31	0	0
CmoCh03G014910.1	null.5653	CmoCh03G014910.1	protein_coding	0	1	3	125	0	0	0	0	14	0	78	3	0	0	0	0	0	0	0	1	0	0	26	5	2
CmoCh03G014920.1	null.5654	CmoCh03G014920.1	protein_coding	0	2	1	30	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	2	0	0	21	0	0
CmoCh03G014930.1	null.5655	CmoCh03G014930.1	protein_coding	0	44	22	79	0	0	0	0	4	0	46	22	0	0	0	0	0	0	0	44	0	0	27	2	0
CmoCh03G014940.1	null.5656	CmoCh03G014940.1	protein_coding	0	2	2	105	0	0	0	0	38	0	22	2	0	0	0	0	0	0	0	2	0	0	31	14	0
CmoCh03G014950.1	null.5657	CmoCh03G014950.1	protein_coding	0	0	0	62	0	0	0	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0	26	2	0
CmoCh03G014960.1	null.5658	CmoCh03G014960.1	protein_coding	0	6	10	172	0	0	0	0	35	0	117	10	0	0	0	0	0	0	0	6	0	0	20	0	0
CmoCh03G014970.1	null.5659	CmoCh03G014970.1	protein_coding	0	6	2	134	0	0	0	0	46	0	69	2	0	0	0	0	0	0	0	6	0	0	19	0	0
CmoCh03G014980.1	null.5660	CmoCh03G014980.1	protein_coding	1	1	0	60	0	0	0	0	14	0	3	0	0	0	0	0	0	1	0	1	0	0	43	0	0
CmoCh03G014990.1	null.5661	CmoCh03G014990.1	protein_coding	0	1	2	56	0	0	0	0	14	0	3	2	0	0	0	0	0	0	0	1	0	0	39	0	0
CmoCh03G015000.1	null.5662	CmoCh03G015000.1	protein_coding	0	1	5	55	0	0	0	0	21	0	15	5	0	0	0	0	0	0	0	1	0	0	19	0	0
CmoCh03G015010.1	null.5663	CmoCh03G015010.1	protein_coding	2	0	1	74	0	0	0	0	37	0	13	1	0	0	0	0	1	1	0	0	0	0	24	0	0
CmoCh03G015020.1	null.5664	CmoCh03G015020.1	protein_coding	0	1	1	64	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	1	0	0	29	0	0
CmoCh03G015030.1	null.5665	CmoCh03G015030.1	protein_coding	0	5	0	53	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	5	0	0	29	0	0
CmoCh03G015040.1	null.5666	CmoCh03G015040.1	protein_coding	0	1	4	114	0	0	0	0	43	0	33	4	0	0	0	0	0	0	0	1	0	0	37	0	1
CmoCh03G015050.1	null.5667	CmoCh03G015050.1	protein_coding	0	3	10	75	0	0	0	0	23	0	23	10	0	0	0	0	0	0	0	3	0	0	23	6	0
CmoCh03G015060.1	null.5668	CmoCh03G015060.1	protein_coding	0	0	3	71	0	0	0	0	13	0	13	3	0	0	0	0	0	0	0	0	0	0	43	2	0
CmoCh03G015070.1	null.5669	CmoCh03G015070.1	protein_coding	0	5	3	65	0	0	0	0	22	0	6	3	0	0	0	0	0	0	0	5	0	0	30	0	7
CmoCh03G015080.1	null.5670	CmoCh03G015080.1	protein_coding	0	6	5	62	0	0	0	0	46	0	0	5	0	0	0	0	0	0	0	6	0	0	16	0	0
CmoCh03G015090.1	null.5671	CmoCh03G015090.1	protein_coding	1	8	8	129	0	0	0	0	23	1	61	8	0	0	0	0	0	0	0	8	0	0	43	2	0
CmoCh03G015100.1	null.5672	CmoCh03G015100.1	protein_coding	0	7	2	69	0	0	0	0	45	0	4	2	0	0	0	0	0	0	0	7	0	0	20	0	0
CmoCh03G015110.1	null.5673	CmoCh03G015110.1	protein_coding	0	2	1	75	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	2	0	0	50	0	0
CmoCh03G015120.1	null.5674	CmoCh03G015120.1	protein_coding	0	1	1	75	0	0	0	0	27	0	47	1	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh04G000400.1	null.5714	CmoCh04G000400.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G000410.1	null.5715	CmoCh04G000410.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G000420.1	null.5716	CmoCh04G000420.1	protein_coding	0	0	0	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G000430.1	null.5717	CmoCh04G000430.1	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G000440.1	null.5718	CmoCh04G000440.1	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G000450.1	null.5719	CmoCh04G000450.1	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh04G000460.1	null.5720	CmoCh04G000460.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G000810.1	null.5755	CmoCh04G000810.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G000820.1	null.5756	CmoCh04G000820.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G000830.1	null.5757	CmoCh04G000830.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G000840.1	null.5758	CmoCh04G000840.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G000960.1	null.5770	CmoCh04G000960.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G000970.1	null.5771	CmoCh04G000970.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G002260.1	null.5900	CmoCh04G002260.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G002270.1	null.5901	CmoCh04G002270.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003040.1	null.5978	CmoCh04G003040.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003050.1	null.5979	CmoCh04G003050.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003060.1	null.5980	CmoCh04G003060.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003070.1	null.5981	CmoCh04G003070.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003080.1	null.5982	CmoCh04G003080.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003090.1	null.5983	CmoCh04G003090.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003120.1	null.5986	CmoCh04G003120.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003130.1	null.5987	CmoCh04G003130.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh04G003140.1	null.5988	CmoCh04G003140.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003490.1	null.6023	CmoCh04G003490.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003510.1	null.6025	CmoCh04G003510.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G003520.1	null.6026	CmoCh04G003520.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003530.1	null.6027	CmoCh04G003530.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003540.1	null.6028	CmoCh04G003540.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G003550.1	null.6029	CmoCh04G003550.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh04G003560.1	null.6030	CmoCh04G003560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003640.1	null.6038	CmoCh04G003640.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003650.1	null.6039	CmoCh04G003650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G003660.1	null.6040	CmoCh04G003660.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004650.1	null.6139	CmoCh04G004650.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004660.1	null.6140	CmoCh04G004660.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004670.1	null.6141	CmoCh04G004670.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004680.1	null.6142	CmoCh04G004680.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004690.1	null.6143	CmoCh04G004690.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004700.1	null.6144	CmoCh04G004700.1	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh04G004710.1	null.6145	CmoCh04G004710.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004720.1	null.6146	CmoCh04G004720.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004730.1	null.6147	CmoCh04G004730.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004740.1	null.6148	CmoCh04G004740.1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004750.1	null.6149	CmoCh04G004750.1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh04G004760.1	null.6150	CmoCh04G004760.1	protein_coding	0	0	0	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004770.1	null.6151	CmoCh04G004770.1	protein_coding	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004780.1	null.6152	CmoCh04G004780.1	protein_coding	0	0	1	7	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G004790.1	null.6153	CmoCh04G004790.1	protein_coding	0	0	0	8	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004800.1	null.6154	CmoCh04G004800.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004810.1	null.6155	CmoCh04G004810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004840.1	null.6158	CmoCh04G004840.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004850.1	null.6159	CmoCh04G004850.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004860.1	null.6160	CmoCh04G004860.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004870.1	null.6161	CmoCh04G004870.1	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G004880.1	null.6162	CmoCh04G004880.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004890.1	null.6163	CmoCh04G004890.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004900.1	null.6164	CmoCh04G004900.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004910.1	null.6165	CmoCh04G004910.1	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh04G004920.1	null.6166	CmoCh04G004920.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G004940.1	null.6168	CmoCh04G004940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G004960.1	null.6170	CmoCh04G004960.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004970.1	null.6171	CmoCh04G004970.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G004980.1	null.6172	CmoCh04G004980.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005010.1	null.6175	CmoCh04G005010.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005020.1	null.6176	CmoCh04G005020.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G005030.1	null.6177	CmoCh04G005030.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G005040.1	null.6178	CmoCh04G005040.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G005050.1	null.6179	CmoCh04G005050.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005060.1	null.6180	CmoCh04G005060.1	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G005070.1	null.6181	CmoCh04G005070.1	protein_coding	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh04G005080.1	null.6182	CmoCh04G005080.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh04G005090.1	null.6183	CmoCh04G005090.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005100.1	null.6184	CmoCh04G005100.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005110.1	null.6185	CmoCh04G005110.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005120.1	null.6186	CmoCh04G005120.1	protein_coding	0	0	0	10	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh04G005130.1	null.6187	CmoCh04G005130.1	protein_coding	0	2	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0
CmoCh04G005140.1	null.6188	CmoCh04G005140.1	protein_coding	0	1	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh04G005150.1	null.6189	CmoCh04G005150.1	protein_coding	0	0	1	14	0	0	0	0	5	0	6	1	0	0	0	0	0	0	0	0	0	0	0	3	0
CmoCh04G005160.1	null.6190	CmoCh04G005160.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh04G005170.1	null.6191	CmoCh04G005170.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G005180.1	null.6192	CmoCh04G005180.1	protein_coding	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
CmoCh04G005190.1	null.6193	CmoCh04G005190.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005200.1	null.6194	CmoCh04G005200.1	protein_coding	1	0	0	13	0	0	0	0	5	0	3	0	0	0	0	0	1	0	0	0	0	0	5	0	0
CmoCh04G005210.1	null.6195	CmoCh04G005210.1	protein_coding	0	2	1	17	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh04G005220.1	null.6196	CmoCh04G005220.1	protein_coding	0	0	0	12	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh04G005230.1	null.6197	CmoCh04G005230.1	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005240.1	null.6198	CmoCh04G005240.1	protein_coding	0	2	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh04G005250.1	null.6199	CmoCh04G005250.1	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh04G005260.1	null.6200	CmoCh04G005260.1	protein_coding	0	0	0	11	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G005270.1	null.6201	CmoCh04G005270.1	protein_coding	0	2	1	13	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh04G005280.1	null.6202	CmoCh04G005280.1	protein_coding	0	0	1	6	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005290.1	null.6203	CmoCh04G005290.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G005300.1	null.6204	CmoCh04G005300.1	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005310.1	null.6205	CmoCh04G005310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005320.1	null.6206	CmoCh04G005320.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005340.1	null.6208	CmoCh04G005340.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh04G005350.1	null.6209	CmoCh04G005350.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005360.1	null.6210	CmoCh04G005360.1	protein_coding	0	0	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005370.1	null.6211	CmoCh04G005370.1	protein_coding	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005380.1	null.6212	CmoCh04G005380.1	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G005390.1	null.6213	CmoCh04G005390.1	protein_coding	1	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CmoCh04G005400.1	null.6214	CmoCh04G005400.1	protein_coding	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh04G005410.1	null.6215	CmoCh04G005410.1	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G005420.1	null.6216	CmoCh04G005420.1	protein_coding	0	1	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0
CmoCh04G005430.1	null.6217	CmoCh04G005430.1	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh04G005440.1	null.6218	CmoCh04G005440.1	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh04G005450.1	null.6219	CmoCh04G005450.1	protein_coding	0	0	0	9	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh04G005460.1	null.6220	CmoCh04G005460.1	protein_coding	0	0	0	7	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005470.1	null.6221	CmoCh04G005470.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh04G005480.1	null.6222	CmoCh04G005480.1	protein_coding	0	1	2	8	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh04G005490.1	null.6223	CmoCh04G005490.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh04G005500.1	null.6224	CmoCh04G005500.1	protein_coding	0	0	1	26	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	24	1	0
