CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED4	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED4_p99	ED4_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG06	9901166	0.456605	0.491042	-0.034437	3.275485	0.000981	0.735381	-0.200302	1047	191	67	0.591623	0.560209	0.408377	0.434555	0.656716	0.597015	0.343284	0.402985	0.172931	0.119013	-0.170587	-0.113777	7.666245	3.563264	0.001499	0.000322	1.685231	0.788587	0.737560	-0.159078
Cp4.1LG06	10001166	0.451502	0.487136	-0.035634	3.237215	0.000963	0.726328	-0.208325	1042	191	67	0.591623	0.560209	0.408377	0.434555	0.656716	0.597015	0.343284	0.402985	0.172931	0.119013	-0.170587	-0.113777	7.666245	3.563264	0.001499	0.000322	1.685231	0.788587	0.737560	-0.159078
Cp4.1LG06	10101166	0.445828	0.482809	-0.036981	3.189526	0.000942	0.714779	-0.218099	1025	191	67	0.591623	0.560209	0.408377	0.434555	0.656716	0.597015	0.343284	0.402985	0.172931	0.119013	-0.170587	-0.113777	7.666245	3.563264	0.001499	0.000322	1.685231	0.788587	0.737560	-0.159078
Cp4.1LG06	10201166	0.438660	0.477098	-0.038438	3.125050	0.000923	0.698866	-0.231103	970	196	68	0.586735	0.561224	0.408163	0.438776	0.647059	0.602941	0.352941	0.397059	0.164165	0.115547	-0.178871	-0.120048	6.545038	4.281715	0.001051	0.000449	1.431842	0.935144	0.480418	-0.016259
Cp4.1LG06	10301166	0.429430	0.469378	-0.039949	3.035457	0.000912	0.676699	-0.248950	939	191	68	0.586387	0.560209	0.408377	0.439791	0.661765	0.602941	0.338235	0.397059	0.188328	0.107560	-0.193563	-0.122498	8.439357	4.333096	0.001767	0.000473	1.847013	0.951846	0.897025	0.001869
Cp4.1LG06	10401166	0.418446	0.459880	-0.041434	2.924414	0.000914	0.649310	-0.271051	846	197	69	0.583756	0.553299	0.406091	0.441624	0.652174	0.594203	0.362319	0.405797	0.172148	0.109101	-0.179430	-0.114103	7.799767	3.442050	0.001455	0.000280	1.716006	0.758790	0.761903	-0.195219
Cp4.1LG06	10501166	0.406719	0.449629	-0.042910	2.809689	0.000924	0.621146	-0.294048	762	192	70	0.588542	0.552083	0.401042	0.437500	0.642857	0.600000	0.342857	0.400000	0.171429	0.122172	-0.208036	-0.123512	8.874702	4.091533	0.001873	0.000403	1.943812	0.898682	0.988932	-0.056174
Cp4.1LG06	10601166	0.396397	0.440918	-0.044521	2.717211	0.000926	0.598570	-0.312715	751	192	70	0.588542	0.552083	0.401042	0.437500	0.642857	0.600000	0.342857	0.400000	0.171429	0.122172	-0.208036	-0.123512	8.874702	4.091533	0.001873	0.000403	1.943812	0.898682	0.988932	-0.056174
Cp4.1LG09	11080	0.524893	0.433361	0.091531	3.399899	0.001303	0.749776	-0.150464	1041	166	60	0.608434	0.560241	0.385542	0.427711	0.683333	0.600000	0.333333	0.400000	0.202812	0.110241	-0.216667	-0.127309	8.606575	3.608998	0.002380	0.000425	1.896545	0.792012	0.974271	-0.130147
Cp4.1LG09	111080	0.523400	0.432543	0.090856	3.419572	0.001294	0.753901	-0.147032	1100	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG09	211080	0.521134	0.431794	0.089340	3.418963	0.001273	0.753559	-0.148053	1168	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG09	311080	0.518680	0.431520	0.087160	3.396404	0.001244	0.748414	-0.153702	1183	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG09	411080	0.516467	0.431771	0.084696	3.360194	0.001214	0.740299	-0.162091	1257	168	60	0.607143	0.559524	0.404762	0.434524	0.666667	0.600000	0.333333	0.383333	0.194048	0.116667	-0.191667	-0.123810	7.254696	3.892445	0.001678	0.000475	1.601043	0.853789	0.678088	-0.069055
Cp4.1LG09	511080	0.514549	0.432642	0.081907	3.313908	0.001182	0.729989	-0.172491	1416	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG09	611080	0.512757	0.434632	0.078125	3.250724	0.001142	0.715985	-0.186464	1585	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG09	711080	0.510772	0.438278	0.072494	3.162822	0.001089	0.696603	-0.205685	1713	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG09	811080	0.508329	0.443741	0.064588	3.051614	0.001024	0.672221	-0.229810	1740	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG09	911080	0.505564	0.450396	0.055168	2.927165	0.000953	0.645022	-0.256755	1822	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG09	1011080	0.502993	0.457460	0.045533	2.801219	0.000882	0.617525	-0.284097	1908	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG09	1111080	0.501321	0.464452	0.036869	2.684408	0.000821	0.592015	-0.309528	1853	166	60	0.608434	0.560241	0.385542	0.427711	0.683333	0.600000	0.333333	0.400000	0.202812	0.110241	-0.216667	-0.127309	8.606575	3.608998	0.002380	0.000425	1.896545	0.792012	0.974271	-0.130147
Cp4.1LG09	1211080	0.500843	0.470967	0.029876	2.582520	0.000775	0.569763	-0.331612	1821	166	60	0.608434	0.560241	0.385542	0.427711	0.683333	0.600000	0.333333	0.400000	0.202812	0.110241	-0.216667	-0.127309	8.606575	3.608998	0.002380	0.000425	1.896545	0.792012	0.974271	-0.130147
Cp4.1LG09	1311080	0.501368	0.476931	0.024438	2.491905	0.000744	0.549967	-0.351062	1686	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG09	1411080	0.502610	0.482631	0.019979	2.407955	0.000724	0.531610	-0.368938	1579	167	60	0.598802	0.562874	0.407186	0.437126	0.650000	0.600000	0.316667	0.383333	0.208183	0.117565	-0.204291	-0.124850	7.983950	3.480230	0.002053	0.000387	1.757186	0.771339	0.834597	-0.151153
Cp4.1LG09	1511080	0.504350	0.488010	0.016340	2.331627	0.000712	0.514916	-0.385275	1563	170	60	0.594118	0.558824	0.394118	0.429412	0.683333	0.600000	0.333333	0.383333	0.196079	0.129412	-0.211765	-0.126471	8.230757	4.180994	0.002164	0.000561	1.807795	0.916654	0.884220	-0.006860
Cp4.1LG09	1611080	0.506369	0.492501	0.013867	2.271850	0.000708	0.501861	-0.398276	1472	171	60	0.608187	0.561404	0.403509	0.438596	0.666667	0.616667	0.333333	0.400000	0.201462	0.130409	-0.188012	-0.123976	7.453389	4.155742	0.001735	0.000547	1.637224	0.920205	0.713374	-0.003715
Cp4.1LG09	1711080	0.508249	0.495763	0.012486	2.232167	0.000714	0.493223	-0.407217	1398	169	60	0.603550	0.562130	0.402367	0.437870	0.650000	0.600000	0.333333	0.383333	0.191124	0.128797	-0.193294	-0.115877	8.304318	3.832719	0.002172	0.000467	1.833982	0.849426	0.910655	-0.073830
Cp4.1LG09	1811080	0.509530	0.497302	0.012228	2.218663	0.000728	0.490291	-0.410766	1431	170	60	0.594118	0.558824	0.394118	0.429412	0.683333	0.600000	0.333333	0.383333	0.196079	0.129412	-0.211765	-0.126471	8.230757	4.180994	0.002164	0.000561	1.807795	0.916654	0.884220	-0.006860
Cp4.1LG09	1911080	0.509994	0.497084	0.012911	2.231584	0.000745	0.493074	-0.408798	1345	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG09	2011080	0.509928	0.495814	0.014114	2.262988	0.000766	0.499793	-0.402909	1264	169	59	0.591716	0.562130	0.396450	0.431953	0.661017	0.610169	0.322034	0.389831	0.180122	0.119045	-0.199479	-0.126567	7.377171	3.834218	0.001780	0.000488	1.629659	0.844493	0.708973	-0.076040
Cp4.1LG09	2111080	0.509586	0.494211	0.015375	2.313212	0.000793	0.510493	-0.392922	1320	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG09	2211080	0.508326	0.492773	0.015554	2.403412	0.000841	0.529810	-0.374002	1339	167	59	0.580838	0.556886	0.389222	0.431138	0.677966	0.610169	0.322034	0.389831	0.181975	0.123211	-0.213844	-0.128184	8.214406	3.846088	0.002091	0.000494	1.817099	0.847102	0.897080	-0.072763
Cp4.1LG09	2311080	0.504760	0.492077	0.012683	2.538895	0.000913	0.558970	-0.344594	1430	167	59	0.580838	0.556886	0.389222	0.431138	0.677966	0.610169	0.322034	0.389831	0.181975	0.123211	-0.213844	-0.128184	8.214406	3.846088	0.002091	0.000494	1.817099	0.847102	0.897080	-0.072763
Cp4.1LG09	2411080	0.497837	0.492601	0.005236	2.681384	0.000985	0.589730	-0.312705	1452	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG09	2511080	0.488289	0.494392	-0.006103	2.796998	0.001037	0.614820	-0.285778	1299	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG09	2611080	0.478245	0.496821	-0.018576	2.882688	0.001073	0.633576	-0.264899	1246	163	58	0.601227	0.558282	0.398773	0.429448	0.672414	0.603448	0.327586	0.396552	0.193886	0.118785	-0.203512	-0.126084	8.640871	3.789863	0.002543	0.000484	1.905615	0.825687	0.989724	-0.090054
Cp4.1LG09	2711080	0.469271	0.499011	-0.029740	2.942256	0.001095	0.646672	-0.249735	1155	162	58	0.580247	0.555556	0.395062	0.432099	0.672414	0.603448	0.327586	0.379310	0.199447	0.124308	-0.203278	-0.123244	7.135120	3.882379	0.001751	0.000513	1.573051	0.850231	0.657545	-0.065240
Cp4.1LG09	2811080	0.462211	0.500549	-0.038338	2.978945	0.001103	0.654787	-0.239824	1178	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG09	2911080	0.457424	0.501494	-0.044070	2.998094	0.001101	0.659156	-0.234008	1188	160	58	0.600000	0.562500	0.393750	0.437500	0.689655	0.603448	0.327586	0.396552	0.191164	0.128448	-0.202155	-0.122198	7.082682	3.902720	0.001721	0.000533	1.564916	0.860972	0.650088	-0.053765
Cp4.1LG09	3011080	0.454586	0.501606	-0.047020	3.002482	0.001097	0.660403	-0.231603	1300	159	59	0.584906	0.559748	0.389937	0.433962	0.661017	0.610169	0.338983	0.406780	0.169917	0.111396	-0.202430	-0.130264	7.224125	3.577794	0.001726	0.000439	1.603800	0.788529	0.686556	-0.128517
Cp4.1LG09	3111080	0.454259	0.500189	-0.045930	3.001486	0.001100	0.660626	-0.230825	1445	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG09	3211080	0.456979	0.496933	-0.039954	2.996308	0.001108	0.659992	-0.231820	1503	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG09	3311080	0.462146	0.492203	-0.030057	2.984439	0.001106	0.657811	-0.235198	1649	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG09	3411080	0.468987	0.486694	-0.017707	2.975471	0.001094	0.656152	-0.238597	1720	160	60	0.593750	0.556250	0.400000	0.431250	0.666667	0.600000	0.333333	0.400000	0.189583	0.122917	-0.202083	-0.127083	7.408010	3.896736	0.001810	0.000506	1.631505	0.856908	0.711401	-0.063125
Cp4.1LG09	3511080	0.476417	0.480644	-0.004228	2.984925	0.001083	0.658499	-0.238471	1878	163	65	0.601227	0.564417	0.404908	0.429448	0.676923	0.600000	0.338462	0.400000	0.207550	0.124398	-0.182916	-0.118357	8.714567	3.776674	0.002205	0.000418	1.915640	0.832153	0.982023	-0.101413
Cp4.1LG09	3611080	0.482327	0.472642	0.009684	3.062629	0.001110	0.675824	-0.225023	2050	163	65	0.601227	0.564417	0.404908	0.429448	0.676923	0.600000	0.338462	0.400000	0.207550	0.124398	-0.182916	-0.118357	8.714567	3.776674	0.002205	0.000418	1.915640	0.832153	0.982023	-0.101413
Cp4.1LG09	3711080	0.486842	0.463165	0.023677	3.219458	0.001187	0.710512	-0.195609	2134	163	65	0.601227	0.564417	0.404908	0.429448	0.676923	0.600000	0.338462	0.400000	0.207550	0.124398	-0.182916	-0.118357	8.714567	3.776674	0.002205	0.000418	1.915640	0.832153	0.982023	-0.101413
Cp4.1LG09	3811080	0.491075	0.454058	0.037018	3.412833	0.001298	0.753242	-0.158319	2268	165	65	0.593939	0.563636	0.406061	0.436364	0.646154	0.600000	0.338462	0.400000	0.185548	0.121212	-0.194405	-0.117482	7.376760	3.458414	0.001541	0.000348	1.628720	0.762551	0.694311	-0.171763
Cp4.1LG09	3911080	0.495648	0.447122	0.048525	3.593354	0.001410	0.793137	-0.123159	2423	165	65	0.593939	0.563636	0.406061	0.436364	0.646154	0.600000	0.338462	0.400000	0.185548	0.121212	-0.194405	-0.117482	7.376760	3.458414	0.001541	0.000348	1.628720	0.762551	0.694311	-0.171763
Cp4.1LG09	4011080	0.500724	0.443415	0.057309	3.733352	0.001503	0.824062	-0.095855	2482	166	65	0.608434	0.566265	0.391566	0.433735	0.661538	0.600000	0.353846	0.400000	0.190361	0.129472	-0.205746	-0.123448	8.125068	3.930919	0.001887	0.000448	1.779170	0.865870	0.844487	-0.068813
Cp4.1LG09	4111080	0.505917	0.442976	0.062941	3.820939	0.001565	0.843369	-0.078935	2488	170	67	0.600000	0.558824	0.411765	0.435294	0.641791	0.597015	0.343284	0.402985	0.197015	0.129587	-0.168481	-0.120544	7.919790	3.962269	0.001695	0.000431	1.733797	0.870456	0.792989	-0.070339
Cp4.1LG09	4211080	0.510675	0.445039	0.065636	3.864551	0.001593	0.852924	-0.070972	2448	172	67	0.593023	0.558140	0.401163	0.436047	0.656716	0.597015	0.343284	0.402985	0.176675	0.121052	-0.177629	-0.116974	6.668634	3.686325	0.001191	0.000368	1.470000	0.813546	0.528422	-0.127987
Cp4.1LG09	4311080	0.514740	0.448684	0.066056	3.888094	0.001601	0.858065	-0.067343	2442	173	68	0.595376	0.554913	0.404624	0.439306	0.661765	0.602941	0.338235	0.397059	0.194662	0.123682	-0.181486	-0.120027	9.171876	3.974788	0.002119	0.000420	2.026755	0.872139	1.082438	-0.072002
Cp4.1LG09	4411080	0.517914	0.453079	0.064835	3.907084	0.001600	0.862295	-0.064816	2486	176	68	0.602273	0.556818	0.403409	0.437500	0.661765	0.602941	0.352941	0.397059	0.181484	0.115308	-0.191511	-0.121324	7.426920	3.968900	0.001432	0.000415	1.631557	0.872472	0.686326	-0.072722
Cp4.1LG09	4511080	0.520036	0.457964	0.062072	3.921049	0.001591	0.865533	-0.063570	2594	178	68	0.589888	0.556180	0.398876	0.438202	0.647059	0.602941	0.352941	0.397059	0.169035	0.108559	-0.185063	-0.121117	6.973597	3.765550	0.001263	0.000371	1.532550	0.826411	0.586642	-0.119450
Cp4.1LG09	4611080	0.521501	0.463732	0.057769	3.922629	0.001572	0.866197	-0.064966	2602	180	69	0.594444	0.561111	0.405556	0.438889	0.637681	0.594203	0.333333	0.405797	0.174154	0.118599	-0.176570	-0.117632	7.290841	4.043781	0.001326	0.000407	1.593746	0.881433	0.644940	-0.067348
Cp4.1LG09	4711080	0.522686	0.470345	0.052340	3.898985	0.001540	0.861460	-0.071441	2571	180	69	0.594444	0.561111	0.405556	0.438889	0.637681	0.594203	0.333333	0.405797	0.174154	0.118599	-0.176570	-0.117632	7.290841	4.043781	0.001326	0.000407	1.593746	0.881433	0.644940	-0.067348
Cp4.1LG09	4811080	0.523776	0.477482	0.046294	3.839044	0.001489	0.848801	-0.085121	2525	181	69	0.591160	0.558011	0.392265	0.436464	0.652174	0.594203	0.333333	0.405797	0.175674	0.114261	-0.178477	-0.120426	7.209545	3.893860	0.001308	0.000381	1.584794	0.851834	0.635611	-0.097285
Cp4.1LG09	4911080	0.525140	0.485015	0.040126	3.743413	0.001417	0.828277	-0.105874	2544	180	69	0.594444	0.561111	0.405556	0.438889	0.637681	0.594203	0.333333	0.405797	0.174154	0.118599	-0.176570	-0.117632	7.290841	4.043781	0.001326	0.000407	1.593746	0.881433	0.644940	-0.067348
Cp4.1LG09	5011080	0.526721	0.493043	0.033678	3.617218	0.001321	0.800960	-0.132672	2400	181	69	0.591160	0.558011	0.392265	0.436464	0.652174	0.594203	0.333333	0.405797	0.175674	0.114261	-0.178477	-0.120426	7.209545	3.893860	0.001308	0.000381	1.584794	0.851834	0.635611	-0.097285
Cp4.1LG09	5111080	0.528139	0.501499	0.026640	3.470173	0.001205	0.768982	-0.163612	2285	183	70	0.590164	0.557377	0.404372	0.437158	0.642857	0.600000	0.342857	0.400000	0.172912	0.121233	-0.180484	-0.113661	7.398054	3.937550	0.001342	0.000381	1.624376	0.861993	0.672307	-0.090024
Cp4.1LG09	5211080	0.528749	0.509674	0.019075	3.326103	0.001078	0.737614	-0.194013	2237	183	71	0.590164	0.557377	0.409836	0.437158	0.647887	0.591549	0.352113	0.408451	0.170784	0.118449	-0.179404	-0.119910	7.460110	4.006983	0.001336	0.000388	1.640457	0.877783	0.686121	-0.076441
Cp4.1LG09	5311080	0.527353	0.516056	0.011296	3.222238	0.000966	0.715027	-0.216450	2100	185	72	0.589189	0.562162	0.405405	0.437838	0.652778	0.597222	0.361111	0.402778	0.168619	0.109159	-0.187162	-0.116141	7.239310	3.850949	0.001227	0.000344	1.589013	0.850531	0.631922	-0.106569
Cp4.1LG09	5411080	0.523094	0.519220	0.003875	3.187032	0.000889	0.707405	-0.225116	2034	188	71	0.585106	0.553191	0.404255	0.436170	0.647887	0.591549	0.352113	0.394366	0.179802	0.114998	-0.169763	-0.109679	7.190304	3.981240	0.001223	0.000375	1.579710	0.873644	0.623821	-0.082200
Cp4.1LG09	5511080	0.517173	0.519954	-0.002781	3.198458	0.000845	0.709859	-0.223941	1935	187	68	0.598930	0.556150	0.401070	0.438503	0.647059	0.588235	0.338235	0.397059	0.188502	0.120321	-0.172459	-0.112299	8.580508	3.830416	0.001844	0.000374	1.888502	0.840450	0.939658	-0.108305
Cp4.1LG09	5611080	0.510804	0.519431	-0.008627	3.207364	0.000811	0.711532	-0.222909	1827	190	68	0.584211	0.552632	0.405263	0.436842	0.661765	0.602941	0.338235	0.397059	0.190248	0.116564	-0.187152	-0.120897	8.405414	3.887497	0.001765	0.000382	1.847451	0.854601	0.897717	-0.095077
Cp4.1LG09	5711080	0.504774	0.518126	-0.013352	3.198675	0.000787	0.709045	-0.225252	1810	196	68	0.586735	0.561224	0.408163	0.438776	0.647059	0.602941	0.352941	0.397059	0.164165	0.115547	-0.178871	-0.120048	6.545038	4.281715	0.001051	0.000449	1.431842	0.935144	0.480418	-0.016259
Cp4.1LG09	5811080	0.499858	0.516788	-0.016930	3.182540	0.000783	0.704786	-0.228618	1761	195	67	0.589744	0.558974	0.410256	0.441026	0.656716	0.597015	0.328358	0.388060	0.179334	0.115882	-0.176043	-0.115882	7.212943	3.867290	0.001292	0.000371	1.588851	0.855421	0.640026	-0.093380
Cp4.1LG09	5911080	0.495881	0.516038	-0.020157	3.159245	0.000791	0.698957	-0.232785	1752	197	68	0.593909	0.558376	0.406091	0.436548	0.647059	0.588235	0.352941	0.397059	0.196327	0.110555	-0.192296	-0.116676	8.925705	3.688229	0.001906	0.000336	1.966833	0.812847	1.015018	-0.138878
Cp4.1LG09	6011080	0.493130	0.516434	-0.023304	3.130438	0.000807	0.692075	-0.237939	1737	196	68	0.586735	0.561224	0.408163	0.438776	0.647059	0.602941	0.352941	0.397059	0.164165	0.115547	-0.178871	-0.120048	6.545038	4.281715	0.001051	0.000449	1.431842	0.935144	0.480418	-0.016259
Cp4.1LG09	6111080	0.492032	0.518562	-0.026530	3.099847	0.000824	0.685022	-0.243512	1716	193	66	0.595855	0.554404	0.404145	0.440415	0.681818	0.606061	0.333333	0.393939	0.180405	0.123018	-0.194379	-0.119406	7.935577	3.836944	0.001598	0.000386	1.751917	0.842160	0.806002	-0.103630
Cp4.1LG09	6211080	0.492405	0.522121	-0.029716	3.071794	0.000838	0.678689	-0.248257	1781	190	65	0.584211	0.557895	0.405263	0.436842	0.646154	0.600000	0.338462	0.400000	0.177733	0.111336	-0.197571	-0.106478	7.670064	3.600634	0.001524	0.000351	1.696229	0.791764	0.753599	-0.150723
Cp4.1LG09	6311080	0.493944	0.526164	-0.032220	3.043150	0.000847	0.672324	-0.252999	1796	188	65	0.590426	0.553191	0.398936	0.436170	0.661538	0.600000	0.323077	0.400000	0.182242	0.112930	-0.202946	-0.122995	8.063534	3.837661	0.001696	0.000385	1.781832	0.849471	0.839888	-0.092485
Cp4.1LG09	6411080	0.496029	0.529663	-0.033634	3.009532	0.000850	0.664942	-0.258746	1703	189	65	0.597884	0.555556	0.407407	0.444444	0.646154	0.600000	0.338462	0.384615	0.175743	0.119496	-0.182011	-0.113716	6.911627	3.709902	0.001257	0.000370	1.508840	0.819483	0.566654	-0.122746
Cp4.1LG09	6511080	0.498108	0.531846	-0.033739	2.964040	0.000846	0.654951	-0.266997	1636	185	64	0.589189	0.562162	0.394595	0.437838	0.656250	0.609375	0.328125	0.390625	0.176351	0.119848	-0.196199	-0.124071	7.763957	3.944502	0.001652	0.000436	1.712704	0.868080	0.774069	-0.070462
Cp4.1LG09	6611080	0.500279	0.533142	-0.032863	2.915123	0.000849	0.644245	-0.275811	1528	185	64	0.589189	0.562162	0.394595	0.437838	0.656250	0.609375	0.328125	0.390625	0.176351	0.119848	-0.196199	-0.124071	7.763957	3.944502	0.001652	0.000436	1.712704	0.868080	0.774069	-0.070462
Cp4.1LG09	6711080	0.502648	0.534123	-0.031475	2.872198	0.000863	0.634957	-0.283078	1574	184	64	0.586957	0.565217	0.407609	0.434783	0.656250	0.609375	0.312500	0.390625	0.203804	0.118207	-0.169158	-0.114810	7.974085	3.590785	0.001748	0.000362	1.761470	0.787113	0.823104	-0.151102
Cp4.1LG09	6811080	0.505279	0.534840	-0.029561	2.841148	0.000887	0.628328	-0.287521	1725	182	63	0.593407	0.560440	0.395604	0.439560	0.666667	0.603175	0.333333	0.396825	0.167888	0.111112	-0.206960	-0.125764	8.889325	3.727127	0.002256	0.000402	1.948203	0.819908	1.013061	-0.115205
Cp4.1LG09	6911080	0.509353	0.535503	-0.026150	2.836434	0.000920	0.627388	-0.286203	1620	186	63	0.596774	0.559140	0.408602	0.435484	0.650794	0.603175	0.333333	0.396825	0.173067	0.124168	-0.220174	-0.124424	9.158015	3.983947	0.002350	0.000454	2.012927	0.878102	1.076547	-0.058210
